Description,Vendor_Name,Created,Invoice_Date,Due_Date,Amount,Settled,Outstanding,Number_of_Days_until_Payment
Campaign Monitor,James Jacobson,05-07-2016 10:57,05-Jul-16,19-Jul-16,13.98,13.98,0.0,85
,James Miranda,05-07-2016 11:16,01-Jul-16,31-Jul-16,31.98,5.04,26.94,67
,Antonio Alexander,05-07-2016 11:18,01-Jul-16,31-Jul-16,127.98,117.04,10.94,40
,Vicki Ortiz,06-07-2016 08:50,06-Jul-16,05-Aug-16,83.58,83.58,0.0,117
,Vicki Ortiz,06-07-2016 08:53,06-Jul-16,05-Aug-16,83.58,83.58,0.0,117
,Vicki Ortiz,06-07-2016 08:57,06-Jul-16,05-Aug-16,83.58,83.58,0.0,117
,Vicki Ortiz,06-07-2016 09:44,06-Jul-16,05-Aug-16,226.08,226.08,0.0,117
,Vicki Ortiz,06-07-2016 10:30,06-Jul-16,05-Aug-16,662.41,662.41,0.0,117
,Vicki Ortiz,06-07-2016 10:58,06-Jul-16,05-Aug-16,291.64,291.64,0.0,117
,Carlos Larsen,06-07-2016 12:58,06-Jul-16,13-Jul-16,242.98,242.98,0.0,68
,Dr. Brady Rodgers,06-07-2016 14:49,16-May-16,23-May-16,183.98,183.98,0.0,51
,Ana Proctor,07-07-2016 06:48,07-Jul-16,06-Aug-16,181.98,181.98,0.0,13
,Harry White,07-07-2016 10:23,25-Jun-16,25-Jul-16,86.98,86.98,0.0,53
,Bradley Atkinson,07-07-2016 11:32,30-Jun-16,14-Jul-16,227.28,227.28,0.0,90
,Michael Soto,07-07-2016 13:04,01-Jul-16,15-Jul-16,208.81,208.81,0.0,28
,Laurie Nguyen,07-07-2016 13:35,30-Jun-16,30-Jul-16,292.79,292.79,0.0,50
,Richard Waters,07-07-2016 13:38,30-Jun-16,30-Jul-16,179.68,179.68,0.0,20
,Amy Atkins,08-07-2016 09:49,08-Jul-16,31-Aug-16,5598.8,5598.8,0.0,69
Coffee beans,Christina Wilson,08-07-2016 09:55,12-Jul-16,11-Aug-16,2926.98,2926.98,0.0,56
,Scott Garcia,08-07-2016 10:51,08-Jul-16,07-Aug-16,2201.58,2201.58,0.0,96
,Kelly Little,09-07-2016 13:40,09-Jul-16,08-Aug-16,1659.18,1659.18,0.0,4
,Thomas Dominguez,10-07-2016 16:37,09-Jul-16,14-Jul-16,151.98,151.98,0.0,18
,Diane Higgins,11-07-2016 09:48,01-Jul-16,29-Jul-16,882.06,882.06,0.0,35
,Diane Higgins,11-07-2016 10:07,23-Jun-16,21-Jul-16,253.98,253.98,0.0,43
,Diane Higgins,11-07-2016 10:44,27-Jun-16,25-Jul-16,259.98,259.98,0.0,39
,Megan Barnett,11-07-2016 10:59,11-Jul-16,10-Aug-16,359.58,359.58,0.0,32
,Christina Baird,11-07-2016 21:54,14-Jul-16,15-Jul-16,259.71,256.98,2.73,29
,Jessica Lee,11-07-2016 22:06,14-Jul-16,20-Jul-16,220.69,219.98,0.71,23
,Curtis Mcmahon,12-07-2016 06:49,12-Jul-16,11-Aug-16,231.91,231.91,0.0,51
,Kristen Stanley,12-07-2016 07:05,12-Jul-16,11-Aug-16,151.98,151.98,0.0,56
,Gregory Hickman,12-07-2016 07:26,12-Jul-16,19-Jul-16,165.18,165.18,0.0,29
Cleaning products,Laura Bryant,12-07-2016 12:16,20-Jul-16,19-Aug-16,739.44,739.44,0.0,48
,Desiree Holt,12-07-2016 15:18,12-Jul-16,11-Aug-16,28.98,28.98,0.0,63
,William Jackson,12-07-2016 15:42,12-Jul-16,11-Aug-16,150.65,150.65,0.0,70
,Matthew Campbell,13-07-2016 08:23,01-Jul-16,31-Jul-16,1301.98,1301.98,0.0,68
,Patty Taylor,13-07-2016 08:32,13-Jul-16,31-Aug-16,136.26,136.26,0.0,71
,William Jackson,13-07-2016 10:58,13-Jul-16,12-Aug-16,394.02,394.02,0.0,69
,William Jackson,13-07-2016 11:04,13-Jul-16,12-Aug-16,182.82,182.82,0.0,69
,Ms. Rebecca Drake MD,13-07-2016 12:05,13-Jul-16,12-Aug-16,301.98,301.98,0.0,15
,Roger Lee,14-07-2016 09:41,11-Jul-16,10-Aug-16,70.98,70.98,0.0,7
,Michael Soto,14-07-2016 12:19,08-Jul-16,22-Jul-16,533.87,533.87,0.0,21
,Ms. Rebecca Drake MD,14-07-2016 12:44,14-Jul-16,13-Aug-16,421.98,421.98,0.0,8
,William Jackson,15-07-2016 14:10,15-Jul-16,14-Aug-16,182.82,182.82,0.0,102
,Elizabeth Williams,15-07-2016 16:10,15-Jul-16,14-Aug-16,61.98,61.98,0.0,85
,Stephanie Riley,18-07-2016 08:51,18-Jul-16,31-Aug-16,681.12,681.12,0.0,44
Coffee,Linda Turner,18-07-2016 09:34,26-Jul-16,25-Aug-16,2035.36,2035.36,0.0,42
,Alexandra Delgado,18-07-2016 10:28,18-Jul-16,01-Aug-16,433.98,433.98,0.0,21
,Alison Williams,18-07-2016 11:53,18-Jul-16,01-Aug-16,577.98,577.98,0.0,11
,Diane Higgins,18-07-2016 13:09,04-Jul-16,01-Aug-16,43.98,43.98,0.0,38
,William Jackson,18-07-2016 13:10,18-Jul-16,17-Aug-16,76.38,76.38,0.0,64
,Diane Higgins,18-07-2016 14:32,08-Jul-16,05-Aug-16,157.98,157.98,0.0,34
,Zachary Coleman,18-07-2016 16:31,18-Jul-16,01-Aug-16,181.98,181.98,0.0,45
,Thomas Dominguez,18-07-2016 19:16,11-Jul-16,16-Jul-16,63.98,63.98,0.0,37
,Thomas Dominguez,18-07-2016 19:29,15-Jul-16,20-Jul-16,231.98,231.98,0.0,33
,Thomas Dominguez,18-07-2016 19:35,17-Jul-16,22-Jul-16,66.98,66.98,0.0,31
,William Jackson,19-07-2016 08:58,19-Jul-16,18-Aug-16,75.18,75.18,0.0,98
,Stephanie Nelson,19-07-2016 09:05,19-Jul-16,18-Aug-16,781.98,781.98,0.0,50
,William Jackson,19-07-2016 10:14,19-Jul-16,18-Aug-16,182.82,182.82,0.0,63
,William Jackson,19-07-2016 11:12,19-Jul-16,18-Aug-16,237.54,237.54,0.0,63
,Anthony Ross,19-07-2016 16:19,19-Jul-16,26-Jul-16,317.06,317.06,0.0,2
,Ruth Bradley,19-07-2016 16:29,19-Jul-16,26-Jul-16,60.78,60.78,0.0,2
,Billy Douglas,20-07-2016 07:02,12-Jul-16,11-Aug-16,171.68,171.68,0.0,38
,Abigail Hernandez,20-07-2016 07:24,12-Jul-16,11-Aug-16,380.2,380.19,0.01,72
food for college,Alex Grimes,20-07-2016 08:24,01-Jul-16,31-Jul-16,2372.06,2324.06,48.0,70
,Joseph Wyatt,20-07-2016 11:01,20-Jul-16,19-Aug-16,28.08,28.08,0.0,65
,Joseph Wyatt,20-07-2016 11:12,20-Jul-16,19-Aug-16,173.58,173.58,0.0,65
,Laurie Burns,20-07-2016 11:31,10-Jul-16,09-Aug-16,87.18,87.18,0.0,72
,Kristin Olson,20-07-2016 13:14,20-Jul-16,19-Aug-16,195.94,195.94,0.0,56
,Ms. Rebecca Drake MD,20-07-2016 13:15,20-Jul-16,19-Aug-16,301.98,301.98,0.0,9
,Desiree Holt,20-07-2016 13:53,20-Jul-16,19-Aug-16,46.86,46.86,0.0,55
,Michael Soto,20-07-2016 14:20,24-Jun-16,08-Jul-16,273.82,273.82,0.0,35
,Ashley Bradford,21-07-2016 10:39,15-Jul-16,22-Jul-16,1010.88,1010.88,0.0,49
,Matthew Larson,22-07-2016 22:31,18-Jul-16,24-Jul-16,121.3,121.3,0.0,19
,Wayne Whitaker,23-07-2016 13:26,23-Jul-16,22-Aug-16,3965.79,3965.79,0.0,26
,Angel Parker,25-07-2016 10:59,25-Jul-16,24-Aug-16,651.98,651.98,0.0,23
,Diane Higgins,25-07-2016 11:04,11-Jul-16,08-Aug-16,289.98,289.98,0.0,31
,Diane Higgins,25-07-2016 11:43,15-Jul-16,12-Aug-16,43.98,43.98,0.0,34
,Diane Higgins,25-07-2016 12:11,12-Jul-16,09-Aug-16,56.7,56.7,0.0,37
,Ms. Rebecca Drake MD,25-07-2016 12:48,25-Jul-16,24-Aug-16,665.98,665.98,0.0,25
,Diane Higgins,25-07-2016 13:08,14-Jul-16,11-Aug-16,313.98,313.98,0.0,35
Deposit on Company Vehicle Insurance,Linda Bowen,25-07-2016 14:17,01-Aug-16,01-Sep-16,1009.98,1009.98,0.0,72
,Vicki Ortiz,25-07-2016 14:29,25-Jul-16,24-Aug-16,94.54,94.54,0.0,73
,Vicki Ortiz,25-07-2016 14:50,25-Jul-16,24-Aug-16,365.58,365.58,0.0,98
,Mario Johnson,26-07-2016 07:59,26-Jul-16,02-Aug-16,81.18,81.18,0.0,71
,Vicki Ortiz,26-07-2016 08:20,25-Jul-16,24-Aug-16,315.48,315.48,0.0,98
,Vicki Ortiz,26-07-2016 08:29,25-Jul-16,24-Aug-16,83.58,83.58,0.0,98
,Vicki Ortiz,26-07-2016 08:30,25-Jul-16,24-Aug-16,158.58,158.58,0.0,98
,Steven Gardner,26-07-2016 10:43,26-Jul-16,25-Aug-16,103.98,103.98,0.0,45
,Vicki Ortiz,26-07-2016 12:27,26-Jul-16,25-Aug-16,83.58,83.58,0.0,97
,Vicki Ortiz,26-07-2016 12:35,26-Jul-16,25-Aug-16,204.04,204.04,0.0,97
,Ms. Rebecca Drake MD,26-07-2016 13:16,26-Jul-16,25-Aug-16,541.98,541.98,0.0,3
,Vicki Ortiz,26-07-2016 13:45,26-Jul-16,25-Aug-16,499.98,499.98,0.0,97
,Vicki Ortiz,26-07-2016 14:34,26-Jul-16,25-Aug-16,83.58,83.58,0.0,97
,Dan Young,26-07-2016 19:37,25-Jul-16,31-Jul-16,143.43,143.43,0.0,26
,Jennifer Richardson,26-07-2016 20:16,04-Aug-16,03-Sep-16,901.98,901.98,0.0,13
,Vicki Ortiz,27-07-2016 08:43,27-Jul-16,26-Aug-16,428.05,230.62,197.43,96
,Vicki Ortiz,27-07-2016 08:56,27-Jul-16,26-Aug-16,264.48,264.48,0.0,96
,Steven Gardner,27-07-2016 10:02,27-Jul-16,26-Aug-16,349.98,349.98,0.0,44
,Vicki Ortiz,27-07-2016 10:30,27-Jul-16,26-Aug-16,425.6,425.6,0.0,96
March charges,Brian Schmidt,27-07-2016 10:55,27-Jul-16,31-Jul-16,7084.14,7084.14,0.0,67
Printer paper,Tamara Robinson,27-07-2016 11:13,27-Jul-16,26-Aug-16,1801.98,1801.98,0.0,67
Monthly subscriptionnnnn,Amy Best,27-07-2016 13:16,30-Jun-16,30-Jul-16,533.4,64.69,468.71,94
,Norman Jimenez,27-07-2016 15:30,24-Jul-16,31-Jul-16,456.98,456.98,0.0,3
,Hannah Johnson,27-07-2016 16:04,01-Aug-16,30-Sep-16,1097.1,1097.1,0.0,74
,Ashley Bradford,28-07-2016 09:37,22-Jul-16,29-Jul-16,387.22,387.22,0.0,42
,Vicki Ortiz,28-07-2016 10:11,28-Jul-16,27-Aug-16,1432.06,1432.06,0.0,62
,Ms. Rebecca Drake MD,28-07-2016 11:37,28-Jul-16,27-Aug-16,721.98,721.98,0.0,18
,Michael Soto,28-07-2016 11:46,22-Jul-16,05-Aug-16,446.36,446.36,0.0,27
,William Jackson,29-07-2016 09:20,29-Jul-16,28-Aug-16,612.78,612.78,0.0,53
,Vicki Ortiz,29-07-2016 12:11,29-Jul-16,28-Aug-16,83.58,83.58,0.0,94
,Donna Willis,29-07-2016 13:41,29-Jul-16,28-Aug-16,218.74,218.74,0.0,101
,Melanie Chaney,31-07-2016 11:17,31-Jul-16,07-Aug-16,160.38,160.38,0.0,22
,Thomas Dominguez,31-07-2016 14:06,27-Jul-16,01-Aug-16,66.98,66.98,0.0,23
,Thomas Dominguez,31-07-2016 14:11,31-Jul-16,05-Aug-16,187.98,187.98,0.0,19
,Thomas Dominguez,31-07-2016 14:14,29-Jul-16,03-Aug-16,513.18,513.18,0.0,21
,Thomas Dominguez,31-07-2016 14:19,29-Jul-16,03-Aug-16,131.98,131.98,0.0,21
,Diane Higgins,01-08-2016 08:49,18-Jul-16,15-Aug-16,211.98,211.98,0.0,46
,Eric Strickland,01-08-2016 09:15,01-Aug-16,30-Sep-16,192.2,192.2,0.0,63
,Diane Higgins,01-08-2016 09:25,18-Jul-16,15-Aug-16,277.98,277.98,0.0,46
,Diane Higgins,01-08-2016 09:48,21-Jul-16,18-Aug-16,121.98,121.98,0.0,43
Myfonts,Diane Higgins,01-08-2016 10:18,20-Jul-16,17-Aug-16,19.26,19.26,0.0,44
,Diane Higgins,01-08-2016 10:46,20-Jul-16,17-Aug-16,379.98,379.98,0.0,44
,Diane Higgins,01-08-2016 10:49,21-Jul-16,18-Aug-16,259.98,259.98,0.0,43
,Diane Higgins,01-08-2016 10:52,21-Jul-16,18-Aug-16,253.98,253.98,0.0,43
,Diane Higgins,01-08-2016 11:30,22-Jul-16,19-Aug-16,196.38,196.38,0.0,42
,Ms. Rebecca Drake MD,01-08-2016 12:28,01-Aug-16,31-Aug-16,301.98,301.98,0.0,18
,Joshua Garcia,01-08-2016 12:35,31-Jul-16,30-Aug-16,142.02,142.02,0.0,30
,Diane Higgins,01-08-2016 12:38,01-Jun-16,29-Jun-16,277.98,277.98,0.0,71
,Diane Higgins,01-08-2016 12:48,01-Jun-16,29-Jun-16,253.98,253.98,0.0,71
,Amy Gardner,01-08-2016 14:34,01-Aug-16,15-Aug-16,28.23,28.23,0.0,58
,Veronica Rodriguez,01-08-2016 18:55,27-Jul-16,10-Aug-16,72.9,72.9,0.0,23
,Mary Price,02-08-2016 12:08,02-Aug-16,01-Sep-16,302.58,302.58,0.0,29
,Andrea Flores,02-08-2016 12:43,02-Aug-16,01-Sep-16,2019.18,1918.32,100.86,78
,Curtis Mcmahon,02-08-2016 12:48,02-Aug-16,01-Sep-16,249.9,249.9,0.0,55
,Anna Hawkins,02-08-2016 19:08,25-Jul-16,24-Aug-16,473.08,473.08,0.0,59
,Steven Alexander,02-08-2016 19:28,19-Jul-16,18-Aug-16,127.12,127.12,0.0,47
Freight,William Jackson,03-08-2016 08:24,03-Aug-16,02-Sep-16,97.38,97.38,0.0,83
,Amy Atkins,03-08-2016 10:15,03-Aug-16,30-Sep-16,5018.84,5018.84,0.0,75
,William Jackson,03-08-2016 12:24,03-Aug-16,02-Sep-16,182.82,182.82,0.0,83
,Tammy Allen,03-08-2016 16:05,03-Aug-16,17-Aug-16,391.98,244.98,147.0,33
,Kevin Wilson,04-08-2016 08:25,04-Aug-16,18-Aug-16,1091.3,546.64,544.66,53
,Joshua Clark,04-08-2016 08:57,21-Jul-16,04-Aug-16,61.98,61.98,0.0,14
,Michael Soto,04-08-2016 11:24,29-Jul-16,12-Aug-16,121.76,121.76,0.0,20
,Vicki Ortiz,04-08-2016 13:10,04-Aug-16,03-Sep-16,905.82,905.82,0.0,75
,Tracy Robinson,04-08-2016 16:47,04-Aug-16,03-Sep-16,3228.48,3228.48,0.0,39
iStock subscription,Christina Baird,04-08-2016 23:13,04-Aug-16,05-Aug-16,118.92,111.98,6.94,26
,Gregory Lindsey,05-08-2016 08:34,05-Aug-16,19-Aug-16,61.98,61.98,0.0,3
,Diane Higgins,05-08-2016 13:32,31-May-16,28-Jun-16,242.46,242.46,0.0,72
,Thomas Dominguez,07-08-2016 14:44,01-Aug-16,06-Aug-16,145.98,145.98,0.0,18
,Thomas Dominguez,07-08-2016 15:09,05-Aug-16,10-Aug-16,131.98,131.98,0.0,14
,Travis Simpson,07-08-2016 20:55,31-Jul-16,19-Aug-16,32.47,32.47,0.0,59
Freight,James Jacobson,07-08-2016 20:59,31-Jul-16,19-Aug-16,96.67,96.67,0.0,59
,Mrs. Gina Williams DDS,07-08-2016 21:42,31-Jul-16,19-Aug-16,291.83,291.83,0.0,59
,Diane Higgins,08-08-2016 09:30,26-Jul-16,23-Aug-16,253.98,253.98,0.0,37
,Diane Higgins,08-08-2016 10:04,28-Jul-16,25-Aug-16,259.98,259.98,0.0,35
,Diane Higgins,08-08-2016 10:27,29-Jul-16,26-Aug-16,43.98,43.98,0.0,34
,David Greene,08-08-2016 11:53,08-Aug-16,22-Aug-16,3648.98,3648.98,0.0,24
,Vicki Ortiz,08-08-2016 14:23,08-Aug-16,07-Sep-16,971.74,971.74,0.0,59
,Vicki Ortiz,08-08-2016 16:03,08-Aug-16,07-Sep-16,178.31,178.31,0.0,59
,Curtis Mcmahon,09-08-2016 08:18,09-Aug-16,08-Sep-16,167.53,167.53,0.0,48
,Diane Higgins,09-08-2016 10:31,12-Aug-16,09-Sep-16,457.98,457.98,0.0,42
,Alicia Russell,09-08-2016 11:33,25-May-16,24-Jun-16,56.98,56.98,0.0,97
,Carrie Howard,09-08-2016 11:39,31-May-16,30-Jun-16,161.98,161.98,0.0,91
,Vicki Ortiz,09-08-2016 14:25,09-Aug-16,08-Sep-16,1206.77,1206.77,0.0,70
,Vicki Ortiz,09-08-2016 14:28,09-Aug-16,08-Sep-16,105.48,105.48,0.0,58
,Vicki Ortiz,09-08-2016 14:41,09-Aug-16,08-Sep-16,221.64,221.64,0.0,70
,Lisa Mclaughlin,09-08-2016 15:00,01-Jun-16,01-Jul-16,56.98,56.98,0.0,91
,Kimberly Martinez,10-08-2016 10:23,14-Jun-16,14-Jul-16,56.98,56.98,0.0,78
,Mrs. Brittney Conley DDS,10-08-2016 10:32,29-Jun-16,29-Jul-16,106.98,106.98,0.0,63
,Edward Stewart,10-08-2016 12:53,25-Jul-16,24-Aug-16,934.0,934.0,0.0,16
,John Newton,10-08-2016 19:53,10-Aug-16,09-Sep-16,1441.98,1441.98,0.0,51
,Ashley Bradford,11-08-2016 07:42,05-Aug-16,12-Aug-16,591.28,591.28,0.0,56
,Ashley Bradford,11-08-2016 07:48,05-Aug-16,12-Aug-16,1085.77,1085.77,0.0,56
,Michael Soto,11-08-2016 08:18,05-Aug-16,19-Aug-16,57.78,57.78,0.0,27
,Michael Soto,11-08-2016 08:37,05-Aug-16,19-Aug-16,45.36,45.36,0.0,27
,Desiree Holt,11-08-2016 13:07,11-Aug-16,10-Sep-16,37.98,37.98,0.0,56
,Philip Curry,11-08-2016 13:45,29-Jul-16,28-Aug-16,26.98,26.98,0.0,25
,Jordan Dominguez,11-08-2016 13:48,29-Jul-16,28-Aug-16,21.98,21.98,0.0,38
,Jody Rodriguez,11-08-2016 13:57,08-Aug-16,07-Sep-16,101.98,101.98,0.0,24
,William Jackson,11-08-2016 14:39,11-Aug-16,10-Sep-16,182.82,182.82,0.0,103
Freight,Patrick Benton,11-08-2016 21:02,11-Aug-16,10-Sep-16,95.58,95.58,0.0,14
,Tyler Thomas,12-08-2016 19:02,12-Aug-16,26-Aug-16,781.98,781.98,0.0,28
,Meagan Davis,12-08-2016 23:53,13-Aug-16,27-Aug-16,37.98,37.98,0.0,47
,Vicki Ortiz,15-08-2016 13:19,15-Aug-16,14-Sep-16,87.18,87.18,0.0,64
,Vicki Ortiz,15-08-2016 13:39,15-Aug-16,14-Sep-16,163.98,163.98,0.0,64
,Vicki Ortiz,15-08-2016 13:48,15-Aug-16,14-Sep-16,83.58,83.58,0.0,52
,Vicki Ortiz,15-08-2016 14:34,15-Aug-16,14-Sep-16,105.48,105.48,0.0,52
,Thomas Dominguez,15-08-2016 14:48,08-Aug-16,13-Aug-16,131.98,131.98,0.0,11
,Sara Walker,15-08-2016 14:48,15-Aug-16,14-Sep-16,103.74,103.74,0.0,64
,Thomas Dominguez,15-08-2016 14:55,08-Aug-16,13-Aug-16,86.98,86.98,0.0,91
,Thomas Dominguez,15-08-2016 15:00,11-Aug-16,16-Aug-16,66.98,66.98,0.0,8
,Thomas Dominguez,15-08-2016 15:05,12-Aug-16,17-Aug-16,131.98,131.98,0.0,87
,Curtis Mcmahon,16-08-2016 10:49,16-Aug-16,15-Sep-16,151.19,151.19,0.0,41
,Curtis Mcmahon,16-08-2016 10:52,16-Aug-16,15-Sep-16,225.79,225.79,0.0,41
,Curtis Mcmahon,16-08-2016 10:58,16-Aug-16,15-Sep-16,223.86,223.86,0.0,41
,Curtis Mcmahon,16-08-2016 11:12,16-Aug-16,15-Sep-16,298.46,298.46,0.0,41
Dec charges,Alex Grimes,17-08-2016 09:08,01-Aug-16,31-Aug-16,3099.28,3051.28,48.0,62
Studio heating,Patrick Wade,18-08-2016 08:41,01-Aug-16,31-Aug-16,112.48,112.48,0.0,31
,Gregory Tapia,18-08-2016 10:49,18-Aug-16,01-Sep-16,13703.58,1201.98,12501.6,43
iStock subscription,Debra Reid,18-08-2016 13:41,18-Aug-16,17-Sep-16,117.18,117.18,0.0,56
,Debra Reid,18-08-2016 14:29,18-Aug-16,17-Sep-16,181.98,181.98,0.0,56
,Ashley Bradford,18-08-2016 15:13,12-Aug-16,19-Aug-16,1069.43,1069.43,0.0,49
,Michael Soto,18-08-2016 15:54,12-Aug-16,26-Aug-16,401.54,401.54,0.0,27
,Michael Soto,18-08-2016 16:27,12-Aug-16,26-Aug-16,368.94,368.94,0.0,27
,Richard Waters,18-08-2016 19:20,28-Jul-16,27-Aug-16,107.82,1.99,105.83,22
,Lisa Myers,18-08-2016 19:31,03-Aug-16,02-Sep-16,81.85,81.85,0.0,16
,Ellen Thompson,18-08-2016 20:07,04-Aug-16,03-Sep-16,104.37,104.37,0.0,49
,Anna Hawkins,18-08-2016 20:18,11-Aug-16,10-Sep-16,183.85,183.85,0.0,42
,Timothy Ingram,18-08-2016 20:24,11-Aug-16,10-Sep-16,473.8,473.8,0.0,42
,Steven Alexander,18-08-2016 20:25,10-Aug-16,09-Sep-16,158.08,158.08,0.0,36
,Billy Douglas,18-08-2016 20:42,08-Aug-16,07-Sep-16,107.68,107.68,0.0,45
,Eric Strickland,19-08-2016 08:18,18-Aug-16,30-Sep-16,192.2,192.2,0.0,46
,Vanessa Berry,19-08-2016 15:15,19-Aug-16,18-Sep-16,181.0,181.0,0.0,52
Amazon UK,Michael Miles,19-08-2016 23:54,19-Aug-16,03-Sep-16,13.98,13.98,0.0,96
,Christine Schmidt,19-08-2016 23:54,19-Aug-16,03-Sep-16,63.18,63.18,0.0,46
,Lisa Morrison,20-08-2016 10:54,03-Jun-16,03-Jul-16,541.32,541.32,0.0,90
,Jason Banks Jr.,20-08-2016 10:59,03-Jun-16,03-Jul-16,67.98,67.98,0.0,95
,Michael Tucker,20-08-2016 13:51,03-Jun-16,03-Jul-16,43.38,43.38,0.0,90
,William Rodriguez,20-08-2016 16:13,07-Jun-16,07-Jul-16,61.98,61.98,0.0,91
,Debra Reid,22-08-2016 11:39,22-Aug-16,21-Sep-16,119.58,119.58,0.0,52
,Ms. Rebecca Drake MD,22-08-2016 12:08,22-Aug-16,21-Sep-16,301.98,301.98,0.0,53
,Debra Reid,22-08-2016 12:29,22-Aug-16,21-Sep-16,210.18,210.18,0.0,52
,Thomas Dominguez,22-08-2016 12:34,16-Aug-16,21-Aug-16,579.98,579.98,0.0,21
,Thomas Dominguez,22-08-2016 12:45,18-Aug-16,23-Aug-16,171.98,171.98,0.0,19
,Thomas Dominguez,22-08-2016 12:59,19-Aug-16,24-Aug-16,199.98,199.98,0.0,18
,Thomas Dominguez,22-08-2016 13:02,20-Aug-16,25-Aug-16,171.98,171.98,0.0,17
,Vicki Ortiz,22-08-2016 14:11,22-Aug-16,21-Sep-16,83.58,83.58,0.0,45
,Vicki Ortiz,22-08-2016 14:32,22-Aug-16,21-Sep-16,142.54,142.54,0.0,45
,Vicki Ortiz,22-08-2016 14:38,22-Aug-16,21-Sep-16,83.58,83.58,0.0,45
,Austin Rodriguez,22-08-2016 15:21,12-Aug-16,11-Sep-16,1561.98,1561.98,0.0,10
,Katherine Gill,23-08-2016 10:29,23-Aug-16,22-Sep-16,1943.58,1943.58,0.0,71
,Danielle Moore,23-08-2016 12:29,23-Aug-16,30-Aug-16,959.58,959.58,0.0,23
,Tyler Roberts,23-08-2016 13:07,23-Aug-16,02-Sep-16,2167.98,2167.98,0.0,90
,Gregory Tapia,23-08-2016 15:09,23-Aug-16,06-Sep-16,3297.97,261.98,3035.99,52
,Eric Strickland,24-08-2016 07:31,24-Aug-16,30-Sep-16,192.2,192.2,0.0,77
,Vicki Ortiz,24-08-2016 11:36,24-Aug-16,23-Sep-16,592.38,592.38,0.0,43
,William Jackson,24-08-2016 12:05,24-Aug-16,23-Sep-16,150.78,150.78,0.0,90
,William Jackson,24-08-2016 12:12,24-Aug-16,23-Sep-16,280.86,280.86,0.0,62
,William Jackson,24-08-2016 13:19,24-Aug-16,23-Sep-16,171.1,23.33,147.77,51
,William Jackson,24-08-2016 14:51,24-Aug-16,23-Sep-16,164.74,164.74,0.0,62
delivery fees,Michael Jones,25-08-2016 06:29,25-Aug-16,01-Sep-16,7.73,7.73,0.0,7
,Steven Gardner,25-08-2016 12:06,25-Aug-16,24-Sep-16,133.98,133.98,0.0,42
,Dana Luna,25-08-2016 14:01,21-Aug-16,20-Sep-16,406.98,406.98,0.0,11
,Philip Curry,25-08-2016 14:14,23-Aug-16,22-Sep-16,46.98,46.98,0.0,29
,Stephanie Berry,25-08-2016 14:16,23-Aug-16,22-Sep-16,52.98,52.98,0.0,24
,Christopher White,26-08-2016 10:42,26-Aug-16,25-Sep-16,100.98,100.98,0.0,12
,Michael Soto,26-08-2016 11:29,19-Aug-16,02-Sep-16,68.1,68.1,0.0,28
,Ashley Bradford,26-08-2016 12:47,19-Aug-16,26-Aug-16,1135.14,1135.14,0.0,42
,Wendy Mathews,27-08-2016 09:36,23-Jun-16,23-Jul-16,189.48,189.48,0.0,75
,Brian Baker,27-08-2016 11:24,27-Aug-16,26-Sep-16,90.44,90.44,0.0,110
,Tony Mckinney,27-08-2016 11:26,29-Jun-16,29-Jul-16,100.98,100.98,0.0,71
,Michael Tucker,27-08-2016 11:35,30-Jun-16,30-Jul-16,32.8,32.8,0.0,70
,John Newton,28-08-2016 12:23,28-Aug-16,27-Sep-16,826.38,826.38,0.0,33
,Thomas Dominguez,28-08-2016 13:05,22-Aug-16,27-Aug-16,281.98,281.98,0.0,15
,Thomas Dominguez,28-08-2016 13:19,25-Aug-16,30-Aug-16,121.98,121.98,0.0,15
,Thomas Dominguez,28-08-2016 13:25,27-Aug-16,01-Sep-16,125.98,125.98,0.0,13
,Thomas Dominguez,28-08-2016 13:28,27-Aug-16,01-Sep-16,266.98,266.98,0.0,13
,Laurie Nguyen,28-08-2016 15:39,18-Aug-16,17-Sep-16,135.9,135.9,0.0,35
,Keith Navarro,28-08-2016 15:41,17-Aug-16,16-Sep-16,487.48,487.48,0.0,43
,Abigail Hernandez,28-08-2016 15:50,16-Aug-16,15-Sep-16,896.78,896.78,0.0,44
,Patricia Jones,30-08-2016 08:52,01-Sep-16,31-Oct-16,770.94,770.94,0.0,75
,Vicki Ortiz,30-08-2016 12:00,30-Aug-16,29-Sep-16,83.58,83.58,0.0,49
,Sarah Morrison,30-08-2016 12:03,24-Aug-16,07-Sep-16,162.1,162.1,0.0,6
,Ms. Rebecca Drake MD,30-08-2016 12:58,30-Aug-16,29-Sep-16,1307.25,1307.25,0.0,20
,James Mcdowell,30-08-2016 13:56,30-Aug-16,06-Sep-16,181.98,181.98,0.0,87
,Curtis Mcmahon,30-08-2016 14:01,30-Aug-16,29-Sep-16,149.25,149.25,0.0,55
,Andrew Owens,30-08-2016 15:21,30-Aug-16,29-Sep-16,93.98,93.98,0.0,8
,Vicki Ortiz,30-08-2016 15:22,30-Aug-16,29-Sep-16,424.08,424.08,0.0,49
Studio heating,Matthew Larson,30-08-2016 23:27,29-Aug-16,04-Sep-16,112.39,112.39,0.0,33
,Vicki Ortiz,31-08-2016 08:17,31-Aug-16,30-Sep-16,105.48,105.48,0.0,96
,Vicki Ortiz,31-08-2016 10:23,31-Aug-16,30-Sep-16,83.58,83.58,0.0,36
